ID,X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
645,0.7599999904632568,661.5,416.5,122.5,7.0,3.0,0.4000000059604645,3.0,39.84000015258789,38.47999954223633
82,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.10000000149011612,1.0,11.09000015258789,14.300000190734863
377,0.6399999856948853,784.0,343.0,220.5,3.5,3.0,0.25,2.0,16.84000015258789,20.559999465942383
49,0.9800000190734863,514.5,294.0,110.25,7.0,3.0,0.10000000149011612,1.0,24.6299991607666,26.3700008392334
10,0.8600000143051147,588.0,294.0,147.0,7.0,4.0,0.0,0.0,19.34000015258789,23.489999771118164
657,0.6899999976158142,735.0,294.0,220.5,3.5,3.0,0.4000000059604645,3.0,14.5600004196167,15.84000015258789
465,0.6899999976158142,735.0,294.0,220.5,3.5,3.0,0.25,4.0,12.949999809265137,15.729999542236328
467,0.6899999976158142,735.0,294.0,220.5,3.5,5.0,0.25,4.0,12.859999656677246,16.1299991607666
225,0.6899999976158142,735.0,294.0,220.5,3.5,3.0,0.10000000149011612,4.0,11.220000267028809,14.489999771118164
664,0.6399999856948853,784.0,343.0,220.5,3.5,2.0,0.4000000059604645,3.0,18.479999542236328,20.780000686645508
137,0.6399999856948853,784.0,343.0,220.5,3.5,3.0,0.10000000149011612,2.0,15.180000305175781,19.34000015258789
612,0.6600000262260437,759.5,318.5,220.5,3.5,2.0,0.4000000059604645,2.0,15.34000015258789,17.850000381469727
382,0.6200000047683716,808.5,367.5,220.5,3.5,4.0,0.25,2.0,14.600000381469727,15.140000343322754
398,0.8199999928474426,612.5,318.5,147.0,7.0,4.0,0.25,3.0,25.3700008392334,26.950000762939453
83,0.6899999976158142,735.0,294.0,220.5,3.5,5.0,0.10000000149011612,1.0,11.15999984741211,14.449999809265137
264,0.7400000095367432,686.0,245.0,220.5,3.5,2.0,0.10000000149011612,5.0,10.470000267028809,13.649999618530273
245,0.8999999761581421,563.5,318.5,122.5,7.0,3.0,0.10000000149011612,5.0,29.079999923706055,29.520000457763672
461,0.7099999785423279,710.5,269.5,220.5,3.5,3.0,0.25,4.0,12.489999771118164,15.09000015258789
361,0.7400000095367432,686.0,245.0,220.5,3.5,3.0,0.25,2.0,12.449999809265137,15.100000381469727
463,0.7099999785423279,710.5,269.5,220.5,3.5,5.0,0.25,4.0,12.279999732971191,15.640000343322754
241,0.9800000190734863,514.5,294.0,110.25,7.0,3.0,0.10000000149011612,5.0,24.329999923706055,25.979999542236328
286,0.6200000047683716,808.5,367.5,220.5,3.5,4.0,0.10000000149011612,5.0,12.800000190734863,13.989999771118164
374,0.6600000262260437,759.5,318.5,220.5,3.5,4.0,0.25,2.0,12.770000457763672,16.219999313354492
118,0.7599999904632568,661.5,416.5,122.5,7.0,4.0,0.10000000149011612,2.0,33.119998931884766,34.16999816894531
261,0.7599999904632568,661.5,416.5,122.5,7.0,3.0,0.10000000149011612,5.0,33.209999084472656,34.349998474121094
237,0.6200000047683716,808.5,367.5,220.5,3.5,3.0,0.10000000149011612,4.0,13.039999961853027,14.34000015258789
194,0.9800000190734863,514.5,294.0,110.25,7.0,4.0,0.10000000149011612,4.0,24.040000915527344,26.18000030517578
456,0.7400000095367432,686.0,245.0,220.5,3.5,2.0,0.25,4.0,12.319999694824219,14.920000076293945
60,0.8199999928474426,612.5,318.5,147.0,7.0,2.0,0.10000000149011612,1.0,23.530000686645508,27.309999465942383
391,0.8999999761581421,563.5,318.5,122.5,7.0,5.0,0.25,3.0,32.290000915527344,32.459999084472656
67,0.7900000214576721,637.0,343.0,147.0,7.0,5.0,0.10000000149011612,1.0,35.939998626708984,43.33000183105469
506,0.7400000095367432,686.0,245.0,220.5,3.5,4.0,0.25,5.0,11.640000343322754,14.8100004196167
414,0.7099999785423279,710.5,269.5,220.5,3.5,4.0,0.25,3.0,12.100000381469727,15.569999694824219
549,0.7599999904632568,661.5,416.5,122.5,7.0,3.0,0.4000000059604645,1.0,39.970001220703125,40.849998474121094
125,0.7099999785423279,710.5,269.5,220.5,3.5,3.0,0.10000000149011612,2.0,10.720000267028809,14.109999656677246
197,0.8999999761581421,563.5,318.5,122.5,7.0,3.0,0.10000000149011612,4.0,28.049999237060547,33.90999984741211
720,0.9800000190734863,514.5,294.0,110.25,7.0,2.0,0.4000000059604645,5.0,32.84000015258789,32.880001068115234
416,0.6899999976158142,735.0,294.0,220.5,3.5,2.0,0.25,3.0,12.34000015258789,14.920000076293945
370,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.25,2.0,12.729999542236328,15.65999984741211
500,0.7599999904632568,661.5,416.5,122.5,7.0,2.0,0.25,5.0,35.689998626708984,36.93000030517578
594,0.7900000214576721,637.0,343.0,147.0,7.0,4.0,0.4000000059604645,2.0,42.7400016784668,38.84000015258789
134,0.6600000262260437,759.5,318.5,220.5,3.5,4.0,0.10000000149011612,2.0,11.329999923706055,15.0
201,0.8600000143051147,588.0,294.0,147.0,7.0,3.0,0.10000000149011612,4.0,25.3700008392334,31.760000228881836
670,0.6200000047683716,808.5,367.5,220.5,3.5,4.0,0.4000000059604645,3.0,16.549999237060547,16.559999465942383
570,0.6399999856948853,784.0,343.0,220.5,3.5,4.0,0.4000000059604645,1.0,19.479999542236328,22.719999313354492
360,0.7400000095367432,686.0,245.0,220.5,3.5,2.0,0.25,2.0,12.350000381469727,14.729999542236328
707,0.6899999976158142,735.0,294.0,220.5,3.5,5.0,0.4000000059604645,4.0,14.710000038146973,17.389999389648438
79,0.7099999785423279,710.5,269.5,220.5,3.5,5.0,0.10000000149011612,1.0,10.75,14.270000457763672
210,0.7900000214576721,637.0,343.0,147.0,7.0,4.0,0.10000000149011612,4.0,35.45000076293945,41.86000061035156
505,0.7400000095367432,686.0,245.0,220.5,3.5,3.0,0.25,5.0,11.670000076293945,14.579999923706055
16,0.7900000214576721,637.0,343.0,147.0,7.0,2.0,0.0,0.0,28.520000457763672,37.72999954223633
402,0.7900000214576721,637.0,343.0,147.0,7.0,4.0,0.25,3.0,39.810001373291016,37.7599983215332
63,0.8199999928474426,612.5,318.5,147.0,7.0,5.0,0.10000000149011612,1.0,22.579999923706055,28.510000228881836
725,0.8999999761581421,563.5,318.5,122.5,7.0,3.0,0.4000000059604645,5.0,35.0099983215332,33.13999938964844
642,0.7900000214576721,637.0,343.0,147.0,7.0,4.0,0.4000000059604645,3.0,42.4900016784668,38.810001373291016
508,0.7099999785423279,710.5,269.5,220.5,3.5,2.0,0.25,5.0,12.270000457763672,15.270000457763672
490,0.8600000143051147,588.0,294.0,147.0,7.0,4.0,0.25,5.0,28.309999465942383,34.150001525878906
253,0.8199999928474426,612.5,318.5,147.0,7.0,3.0,0.10000000149011612,5.0,23.889999389648438,24.770000457763672
723,0.9800000190734863,514.5,294.0,110.25,7.0,5.0,0.4000000059604645,5.0,32.72999954223633,34.0099983215332
650,0.7400000095367432,686.0,245.0,220.5,3.5,4.0,0.4000000059604645,3.0,14.100000381469727,16.56999969482422
330,0.6399999856948853,784.0,343.0,220.5,3.5,4.0,0.25,1.0,17.520000457763672,21.09000015258789
327,0.6600000262260437,759.5,318.5,220.5,3.5,5.0,0.25,1.0,13.180000305175781,16.190000534057617
80,0.6899999976158142,735.0,294.0,220.5,3.5,2.0,0.10000000149011612,1.0,11.109999656677246,14.279999732971191
139,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.10000000149011612,2.0,15.1899995803833,19.299999237060547
213,0.7599999904632568,661.5,416.5,122.5,7.0,3.0,0.10000000149011612,4.0,32.380001068115234,33.619998931884766
328,0.6399999856948853,784.0,343.0,220.5,3.5,2.0,0.25,1.0,17.5,21.1299991607666
497,0.7900000214576721,637.0,343.0,147.0,7.0,3.0,0.25,5.0,39.83000183105469,36.65999984741211
13,0.8199999928474426,612.5,318.5,147.0,7.0,3.0,0.0,0.0,17.40999984741211,21.459999084472656
379,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.25,2.0,17.110000610351562,20.43000030517578
169,0.7400000095367432,686.0,245.0,220.5,3.5,3.0,0.10000000149011612,3.0,10.34000015258789,13.359999656677246
588,0.8199999928474426,612.5,318.5,147.0,7.0,2.0,0.4000000059604645,2.0,28.950000762939453,30.34000015258789
30,0.7099999785423279,710.5,269.5,220.5,3.5,4.0,0.0,0.0,6.366000175476074,11.289999961853027
145,0.9800000190734863,514.5,294.0,110.25,7.0,3.0,0.10000000149011612,3.0,24.399999618530273,26.020000457763672
351,0.8199999928474426,612.5,318.5,147.0,7.0,5.0,0.25,2.0,24.940000534057617,29.8799991607666
553,0.7400000095367432,686.0,245.0,220.5,3.5,3.0,0.4000000059604645,1.0,14.609999656677246,17.25
639,0.8199999928474426,612.5,318.5,147.0,7.0,5.0,0.4000000059604645,3.0,28.90999984741211,29.639999389648438
528,0.9800000190734863,514.5,294.0,110.25,7.0,2.0,0.4000000059604645,1.0,32.2599983215332,33.369998931884766
677,0.8999999761581421,563.5,318.5,122.5,7.0,3.0,0.4000000059604645,4.0,35.72999954223633,39.91999816894531
211,0.7900000214576721,637.0,343.0,147.0,7.0,5.0,0.10000000149011612,4.0,37.099998474121094,35.290000915527344
378,0.6399999856948853,784.0,343.0,220.5,3.5,4.0,0.25,2.0,17.020000457763672,20.479999542236328
691,0.7900000214576721,637.0,343.0,147.0,7.0,5.0,0.4000000059604645,4.0,42.959999084472656,39.560001373291016
674,0.9800000190734863,514.5,294.0,110.25,7.0,4.0,0.4000000059604645,4.0,32.209999084472656,33.95000076293945
111,0.8199999928474426,612.5,318.5,147.0,7.0,5.0,0.10000000149011612,2.0,22.790000915527344,28.790000915527344
72,0.7400000095367432,686.0,245.0,220.5,3.5,2.0,0.10000000149011612,1.0,10.359999656677246,13.430000305175781
234,0.6399999856948853,784.0,343.0,220.5,3.5,4.0,0.10000000149011612,4.0,15.319999694824219,19.420000076293945
293,0.8999999761581421,563.5,318.5,122.5,7.0,3.0,0.25,1.0,33.47999954223633,33.16999816894531
610,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.4000000059604645,2.0,14.329999923706055,17.229999542236328
452,0.7599999904632568,661.5,416.5,122.5,7.0,2.0,0.25,4.0,36.95000076293945,37.20000076293945
447,0.8199999928474426,612.5,318.5,147.0,7.0,5.0,0.25,4.0,26.0,27.34000015258789
449,0.7900000214576721,637.0,343.0,147.0,7.0,3.0,0.25,4.0,38.84000015258789,45.47999954223633
520,0.6399999856948853,784.0,343.0,220.5,3.5,2.0,0.25,5.0,16.729999542236328,20.1299991607666
113,0.7900000214576721,637.0,343.0,147.0,7.0,3.0,0.10000000149011612,2.0,37.2599983215332,34.619998931884766
375,0.6600000262260437,759.5,318.5,220.5,3.5,5.0,0.25,2.0,13.0,15.869999885559082
355,0.7900000214576721,637.0,343.0,147.0,7.0,5.0,0.25,2.0,38.97999954223633,45.970001220703125
99,0.9800000190734863,514.5,294.0,110.25,7.0,5.0,0.10000000149011612,2.0,24.25,25.889999389648438
222,0.7099999785423279,710.5,269.5,220.5,3.5,4.0,0.10000000149011612,4.0,10.529999732971191,13.789999961853027
755,0.6899999976158142,735.0,294.0,220.5,3.5,5.0,0.4000000059604645,5.0,14.210000038146973,16.739999771118164
160,0.7900000214576721,637.0,343.0,147.0,7.0,2.0,0.10000000149011612,3.0,35.779998779296875,43.119998931884766
390,0.8999999761581421,563.5,318.5,122.5,7.0,4.0,0.25,3.0,32.68000030517578,32.83000183105469
11,0.8600000143051147,588.0,294.0,147.0,7.0,5.0,0.0,0.0,18.309999465942383,27.8700008392334
280,0.6399999856948853,784.0,343.0,220.5,3.5,2.0,0.10000000149011612,5.0,15.15999984741211,19.239999771118164
151,0.8999999761581421,563.5,318.5,122.5,7.0,5.0,0.10000000149011612,3.0,29.049999237060547,29.670000076293945
252,0.8199999928474426,612.5,318.5,147.0,7.0,2.0,0.10000000149011612,5.0,24.3700008392334,25.110000610351562
1,0.9800000190734863,514.5,294.0,110.25,7.0,3.0,0.0,0.0,15.550000190734863,21.329999923706055
344,0.8600000143051147,588.0,294.0,147.0,7.0,2.0,0.25,2.0,29.34000015258789,33.369998931884766
334,0.6200000047683716,808.5,367.5,220.5,3.5,4.0,0.25,1.0,15.079999923706055,15.770000457763672
731,0.8600000143051147,588.0,294.0,147.0,7.0,5.0,0.4000000059604645,5.0,32.060001373291016,35.709999084472656
19,0.7900000214576721,637.0,343.0,147.0,7.0,5.0,0.0,0.0,28.75,39.439998626708984
263,0.7599999904632568,661.5,416.5,122.5,7.0,5.0,0.10000000149011612,5.0,33.27000045776367,33.880001068115234
269,0.7099999785423279,710.5,269.5,220.5,3.5,3.0,0.10000000149011612,5.0,10.699999809265137,13.75
61,0.8199999928474426,612.5,318.5,147.0,7.0,3.0,0.10000000149011612,1.0,24.030000686645508,24.90999984741211
727,0.8999999761581421,563.5,318.5,122.5,7.0,5.0,0.4000000059604645,5.0,35.2400016784668,37.27000045776367
157,0.8199999928474426,612.5,318.5,147.0,7.0,3.0,0.10000000149011612,3.0,23.84000015258789,27.540000915527344
204,0.8199999928474426,612.5,318.5,147.0,7.0,2.0,0.10000000149011612,4.0,23.799999237060547,24.610000610351562
705,0.6899999976158142,735.0,294.0,220.5,3.5,3.0,0.4000000059604645,4.0,14.619999885559082,16.8799991607666
557,0.7099999785423279,710.5,269.5,220.5,3.5,3.0,0.4000000059604645,1.0,14.600000381469727,17.510000228881836
599,0.7599999904632568,661.5,416.5,122.5,7.0,5.0,0.4000000059604645,2.0,40.41999816894531,39.70000076293945
46,0.6200000047683716,808.5,367.5,220.5,3.5,4.0,0.0,0.0,8.449999809265137,12.079999923706055
43,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.0,0.0,10.5600004196167,16.670000076293945
552,0.7400000095367432,686.0,245.0,220.5,3.5,2.0,0.4000000059604645,1.0,14.520000457763672,16.940000534057617
130,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.10000000149011612,2.0,11.319999694824219,13.319999694824219
8,0.8600000143051147,588.0,294.0,147.0,7.0,2.0,0.0,0.0,19.5,27.299999237060547
571,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.4000000059604645,1.0,19.420000076293945,22.530000686645508
711,0.6600000262260437,759.5,318.5,220.5,3.5,5.0,0.4000000059604645,4.0,15.300000190734863,18.239999771118164
527,0.6200000047683716,808.5,367.5,220.5,3.5,5.0,0.25,5.0,13.859999656677246,14.75
352,0.7900000214576721,637.0,343.0,147.0,7.0,2.0,0.25,2.0,38.56999969482422,43.86000061035156
52,0.8999999761581421,563.5,318.5,122.5,7.0,2.0,0.10000000149011612,1.0,29.030000686645508,32.91999816894531
311,0.7599999904632568,661.5,416.5,122.5,7.0,5.0,0.25,1.0,36.43000030517578,36.619998931884766
732,0.8199999928474426,612.5,318.5,147.0,7.0,2.0,0.4000000059604645,5.0,30.0,29.93000030517578
472,0.6399999856948853,784.0,343.0,220.5,3.5,2.0,0.25,4.0,16.989999771118164,19.649999618530273
283,0.6399999856948853,784.0,343.0,220.5,3.5,5.0,0.10000000149011612,5.0,15.359999656677246,19.290000915527344
766,0.6200000047683716,808.5,367.5,220.5,3.5,4.0,0.4000000059604645,5.0,16.479999542236328,16.610000610351562
749,0.7099999785423279,710.5,269.5,220.5,3.5,3.0,0.4000000059604645,5.0,12.630000114440918,14.579999923706055
397,0.8199999928474426,612.5,318.5,147.0,7.0,3.0,0.25,3.0,25.479999542236328,27.760000228881836
257,0.7900000214576721,637.0,343.0,147.0,7.0,3.0,0.10000000149011612,5.0,36.709999084472656,34.18000030517578
0,0.9800000190734863,514.5,294.0,110.25,7.0,2.0,0.0,0.0,15.550000190734863,21.329999923706055
512,0.6899999976158142,735.0,294.0,220.5,3.5,2.0,0.25,5.0,12.470000267028809,15.140000343322754
221,0.7099999785423279,710.5,269.5,220.5,3.5,3.0,0.10000000149011612,4.0,10.680000305175781,14.119999885559082
493,0.8199999928474426,612.5,318.5,147.0,7.0,3.0,0.25,5.0,25.170000076293945,26.079999923706055
122,0.7400000095367432,686.0,245.0,220.5,3.5,4.0,0.10000000149011612,2.0,10.319999694824219,13.569999694824219
212,0.7599999904632568,661.5,416.5,122.5,7.0,2.0,0.10000000149011612,4.0,33.08000183105469,34.11000061035156
368,0.6899999976158142,735.0,294.0,220.5,3.5,2.0,0.25,2.0,12.850000381469727,15.520000457763672
507,0.7400000095367432,686.0,245.0,220.5,3.5,5.0,0.25,5.0,12.020000457763672,14.029999732971191
458,0.7400000095367432,686.0,245.0,220.5,3.5,4.0,0.25,4.0,12.180000305175781,15.029999732971191
346,0.8600000143051147,588.0,294.0,147.0,7.0,4.0,0.25,2.0,29.270000457763672,29.899999618530273
2,0.9800000190734863,514.5,294.0,110.25,7.0,4.0,0.0,0.0,15.550000190734863,21.329999923706055
45,0.6200000047683716,808.5,367.5,220.5,3.5,3.0,0.0,0.0,8.489999771118164,12.220000267028809
624,0.9800000190734863,514.5,294.0,110.25,7.0,2.0,0.4000000059604645,3.0,32.81999969482422,32.779998779296875
176,0.6899999976158142,735.0,294.0,220.5,3.5,2.0,0.10000000149011612,3.0,11.220000267028809,14.4399995803833
322,0.6899999976158142,735.0,294.0,220.5,3.5,4.0,0.25,1.0,12.729999542236328,15.479999542236328
440,0.8600000143051147,588.0,294.0,147.0,7.0,2.0,0.25,4.0,29.469999313354492,29.450000762939453
73,0.7400000095367432,686.0,245.0,220.5,3.5,3.0,0.10000000149011612,1.0,10.430000305175781,13.710000038146973
381,0.6200000047683716,808.5,367.5,220.5,3.5,3.0,0.25,2.0,14.65999984741211,15.640000343322754
671,0.6200000047683716,808.5,367.5,220.5,3.5,5.0,0.4000000059604645,3.0,16.739999771118164,16.0
